review,rating,date,bank,source,sentiment_label,sentiment_score,keywords,identified_theme
like,5,2025-04-06,Bank of Abyssinia,Google Play,POSITIVE,0.9910564422607422,,Feature / Others
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9998013377189636,"it, you, it",Feature / Others
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play,POSITIVE,0.9575353264808655,"the app, a considerable improvements, language, qr scanner, unlimited transfers survice, alot, its fastness, we, a transactions",Transaction Performance
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play,NEGATIVE,0.5856854915618896,"i, my password, it, the first page",Account Access Issues
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9693678617477417,"they, new things",Feature / Others
very good,5,2025-04-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
thank you,5,2025-04-02,Bank of Abyssinia,Google Play,POSITIVE,0.9998352527618408,you,Feature / Others
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9990907907485962,"it, i",Feature / Others
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9973751306533813,"the application, it, it, my phone",Feature / Others
good application,5,2025-03-30,Bank of Abyssinia,Google Play,POSITIVE,0.999854564666748,good application,Feature / Others
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9995684027671814,"this version, me, i, card, i, money",Feature / Others
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9996182918548584,"it, initialization, it, the exact otp",Feature / Others
always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9995555281639099,,Feature / Others
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997418522834778,"the fact, the bank, you",Feature / Others
best app,5,2025-03-25,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,best app,Feature / Others
very good,5,2025-03-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9998050332069397,"worst app, bank, u",Feature / Others
great BoA,5,2025-03-22,Bank of Abyssinia,Google Play,POSITIVE,0.9992689490318298,great boa,Feature / Others
best,5,2025-03-21,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9988333582878113,"i, the bank, i, any transaction, i, my balance, nothing, what, the point, mobile banking, i, any transaction, it, that",Transaction Performance
good,5,2025-03-21,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
good,5,2025-03-19,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9994422793388367,no speed,Feature / Others
"For anyone who wants to download it, just don't!!!",1,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9993981122970581,"anyone, who, it",Feature / Others
wonderful,5,2025-03-19,Bank of Abyssinia,Google Play,POSITIVE,0.9998772144317627,,Feature / Others
all worck,5,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9971314668655396,all worck,Feature / Others
Loved it,5,2025-03-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998797178268433,it,Feature / Others
Wow,1,2025-03-14,Bank of Abyssinia,Google Play,POSITIVE,0.999592125415802,,Feature / Others
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9985970854759216,"edit, new bug, app, me, my otp codes, this app, me, it, developer options, y', all, i, an actual developer, i, the option, bank, my phone, i, the message, that, the experience, this, an app, actual security, this mess",Feature / Others
Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play,POSITIVE,0.9998570680618286,,Feature / Others
BoA,5,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.7410542368888855,boa,Feature / Others
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9974843263626099,"it, error, i, money, it, this bug, i, we, money, others, we, this",Feature / Others
BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.8457716703414917,,Feature / Others
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9994600415229797,"the bug, the app, i, old phones, my galaxy a32",Feature / Others
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play,NEGATIVE,0.9741679430007935,"cbe, it",Feature / Others
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998214840888977,"what awesome apps, it",Feature / Others
Wonderfull app,5,2025-03-08,Bank of Abyssinia,Google Play,POSITIVE,0.9998815059661865,wonderfull app,Feature / Others
i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9993101358413696,"i, this app",Feature / Others
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9997013211250305,"i, i, other apps, this, they, it, it, much longer time, it, a complete, trash",Feature / Others
Wow,4,2025-03-05,Bank of Abyssinia,Google Play,POSITIVE,0.999592125415802,,Feature / Others
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9998133778572083,"human kind, a software engineer, it, me, enterprise, boa, apps, this, it, a disgrace, our country",Feature / Others
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9959415793418884,"admin afaan oromo, other itoophiyaa languages",Feature / Others
Good app,5,2025-03-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998493194580078,good app,Feature / Others
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9916398525238037,"i, the app, the first time, other customers reviews, i, the app, it, what unserious bank, i, the app",Customer Support
It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9956711530685425,"it, good features, it",Feature / Others
Very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9998043179512024,very poor proformance,Feature / Others
It's not opening. Really frustrating,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9997020363807678,it,Feature / Others
Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia,Google Play,POSITIVE,0.9997394680976868,"amazing app, all",Feature / Others
Not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9972773194313049,this days,Feature / Others
Thank you BoA,5,2025-02-23,Bank of Abyssinia,Google Play,POSITIVE,0.9998399019241333,you,Feature / Others
best banking app in the wworld,5,2025-02-22,Bank of Abyssinia,Google Play,POSITIVE,0.999572217464447,"best banking app, the wworld",Feature / Others
Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia,Google Play,POSITIVE,0.999751627445221,"nice app, it",Feature / Others
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9992678761482239,"language, the apps, setting(amharic afan oromo, tigniya, others, to bank transfer, time, it, it, serious issue",Transaction Performance
This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play,POSITIVE,0.9977995753288269,"this, help, i",Customer Support
The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997331500053406,the,Feature / Others
Best bank,5,2025-02-08,Bank of Abyssinia,Google Play,POSITIVE,0.9997438788414001,best bank,Feature / Others
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Bank of Abyssinia,Google Play,POSITIVE,0.9997236132621765,"it, high prefrence, choice",Feature / Others
good,5,2025-02-05,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,"🇪🇹, 🇹",Feature / Others
I have been using this app for two years.It is amazing.,5,2025-02-01,Bank of Abyssinia,Google Play,POSITIVE,0.9998595714569092,"i, this app, two years.it",Feature / Others
Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play,POSITIVE,0.9998576641082764,,Feature / Others
Sad experience,1,2025-01-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9990687966346741,sad experience,Feature / Others
Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9994439482688904,that,Feature / Others
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play,NEGATIVE,0.6387038230895996,best app,Feature / Others
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9946038126945496,"i, my atm, the apollo app, my phone",Feature / Others
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9976609945297241,"i, app, it",Feature / Others
Beter,5,2025-01-21,Bank of Abyssinia,Google Play,POSITIVE,0.6771944165229797,beter,Feature / Others
Boa,4,2025-01-18,Bank of Abyssinia,Google Play,NEGATIVE,0.7410542368888855,boa,Feature / Others
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia,Google Play,NEGATIVE,0.9979276657104492,"it, it, very slow ehhhh, you, the app, it",Transaction Performance
Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia,Google Play,POSITIVE,0.6127519011497498,"aadan, barkhadle",Feature / Others
😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,😡,Feature / Others
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9997913241386414,"horrible customer service, app",Customer Support
I love it,5,2025-01-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998799562454224,"i, it",Feature / Others
Best,5,2025-01-14,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9985793828964233,"it, me, developer mode, dev mode, it",Feature / Others
Good🙏,5,2025-01-12,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,good🙏,Feature / Others
Like to much,5,2025-01-11,Bank of Abyssinia,Google Play,POSITIVE,0.9997984766960144,,Feature / Others
Thank you,5,2025-01-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998352527618408,you,Feature / Others
Perfect,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998517036437988,,Feature / Others
The best of best,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998393058776855,,Feature / Others
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9016599655151367,"i, this app, long time, i, pin button, the app",Feature / Others
Boa,5,2025-01-06,Bank of Abyssinia,Google Play,NEGATIVE,0.7410542368888855,boa,Feature / Others
Great 👍,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997692704200745,,Feature / Others
Fast and suitable for the customers.,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997920393943787,the customers,Customer Support
Good 👍,5,2025-01-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998576641082764,,Feature / Others
Good app and helpful,5,2025-01-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998565912246704,good app,Feature / Others
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9978498220443726,"i, only one star, it, multiple, problems, the app, the other banks, e.g, cbe, the app, developer options, it, bank, abyssinia's services, they, the issues, the app service, most customers, a complain, the app, no one, their complain, the issue, i, the app, the issue, asap",Customer Support
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9992759823799133,"this, you, abyssinia bank, no idea, what, mobile banking",Feature / Others
It doesn't work at all.,2,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9997771382331848,it,Feature / Others
this app is not available,1,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9997593760490417,this app,Feature / Others
Best,5,2025-01-01,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
Wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.9998555183410645,what,Feature / Others
love it,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.9998753070831299,it,Feature / Others
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9733067750930786,በጣም መሻሻል አለበት,Feature / Others
Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9906971454620361,lemn embi,Feature / Others
Good,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9998070597648621,"it, useless app",Feature / Others
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play,NEGATIVE,0.7652340531349182,"me, my account, the whole point, this app, me, gey access, my account, the bank, i, it, a one, my point",Account Access Issues
Nice,5,2024-12-26,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,,Feature / Others
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9997933506965637,"you, this, a real app, that",Feature / Others
አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia,Google Play,NEGATIVE,0.8616330027580261,አይሰራም ሼም ነው፤,Feature / Others
Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play,POSITIVE,0.9988158941268921,,Feature / Others
Fine,5,2024-12-21,Bank of Abyssinia,Google Play,POSITIVE,0.9998335838317871,,Feature / Others
The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play,NEGATIVE,0.995487630367279,the dirtiest application,Feature / Others
Nic ap,5,2024-12-19,Bank of Abyssinia,Google Play,POSITIVE,0.9873360991477966,nic,Feature / Others
The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play,POSITIVE,0.9840954542160034,the forest app,Feature / Others
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9967040419578552,"i, boa, anyone, they, it, mobile banking, this ine, it, it, me, developer options, it, i, cbe, awash birr, tekebirr, dashen bank, others, non, them, me, this, your mobile banking",Feature / Others
Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play,POSITIVE,0.9480117559432983,"bank, abissena",Feature / Others
Good,3,2024-12-16,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9888866543769836,"it, someones money, the app",Feature / Others
GOOD,5,2024-12-15,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
The worst banking app ever. Never works!,1,2024-12-14,Bank of Abyssinia,Google Play,NEGATIVE,0.9998007416725159,,Feature / Others
Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play,NEGATIVE,0.999775230884552,app,Feature / Others
Very nice,5,2024-12-13,Bank of Abyssinia,Google Play,POSITIVE,0.9998563528060913,,Feature / Others
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9998007416725159,"your system, you",Feature / Others
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9997615218162537,"it, a while, you guys, it, i, you, it, you, it, you, business, this, complacency, consequences",Feature / Others
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play,POSITIVE,0.9543285369873047,"this, the best app, many features, it, the need, the developer options, i, the developer options, i, my struggles, this, i, precious settings, the developer options, i, them, us, abyssinia bank, i, you, an update",Feature / Others
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9997000694274902,"i, this app, one star, no options, that, my experience, the app, times, people, mobile banking, its convenience, this app, it, i, i, improvements, the user experience",Feature / Others
Nice,5,2024-12-07,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,,Feature / Others
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9941067695617676,"my opinion, i, several occasions, i, abyssinia card, money, it, my account, several times, they, they, it, i, it, 3 months, the bank, it, their income, you, this bank",Account Access Issues
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9996792078018188,it,Feature / Others
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play,POSITIVE,0.9926175475120544,"my attention, it, me",Feature / Others
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9998001456260681,"i, a worst experience, this mobile application, the time, it, the app, it, 5 minutes, the internal services, other bank, your app",Feature / Others
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia,Google Play,POSITIVE,0.806429922580719,"i, your apps, 🤷‍",Feature / Others
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9997996687889099,"this application, major factions, a daily basis, i, i, this app, it, i, it, times, need, i, the point",Feature / Others
exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9944479465484619,"exellent digital transaction, money",Transaction Performance
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9997497200965881,"the latest update, 9 phones, this app, i, it",Feature / Others
Best,5,2024-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,,Feature / Others
Great,5,2024-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998630285263062,,Feature / Others
👏👏👏,5,2024-11-24,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,👏👏👏,Feature / Others
Money,5,2024-11-24,Bank of Abyssinia,Google Play,POSITIVE,0.9659326076507568,money,Feature / Others
It needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play,NEGATIVE,0.998616099357605,"it, more improvment",Feature / Others
Good app,5,2024-11-21,Bank of Abyssinia,Google Play,POSITIVE,0.9998493194580078,good app,Feature / Others
ab,3,2024-11-20,Bank of Abyssinia,Google Play,POSITIVE,0.9603192806243896,ab,Feature / Others
Ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play,POSITIVE,0.9930111765861511,,Feature / Others
✌️✌️,5,2024-11-20,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,,Feature / Others
Please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play,POSITIVE,0.6488659381866455,"please this app, my android phone",Feature / Others
GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9337347149848938,goat 🐐 🐐,Feature / Others
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9994460940361023,"your app, your bank, the app, disaster, something, tele birr app",Feature / Others
Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998595714569092,,Feature / Others
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9998020529747009,"you, the ""developer option, thing, you, it, my phone, my money, that, the reason, i, other banks, it, everyone, their business",Feature / Others
Very good,5,2024-11-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,,Feature / Others
One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9997566342353821,,Feature / Others
❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,,Feature / Others
Oene,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.8278864026069641,,Feature / Others
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9981314539909363,"i, it, reciept",Feature / Others
it good,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998427629470825,it,Feature / Others
"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9996472597122192,"this app, everytime, it",Feature / Others
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9964038133621216,"ይበዛበታል።, i, this app, the bank",Feature / Others
I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9998034834861755,"i, a support, the app",Customer Support
Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9978061318397522,"bast bank, ethiopia",Feature / Others
Good,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9990527033805847,very slow app,Transaction Performance
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9878897070884705,"you, your social services, vertual banking, non touch atm, cadrless, withdrwal, passbook",Feature / Others
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.999774158000946,"the worst app, i, this",Feature / Others
Wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.8910733461380005,wweeeer,Feature / Others
Infinx,5,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.904255747795105,infinx,Feature / Others
Great service,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998434782028198,great service,Feature / Others
👍,5,2024-11-11,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727,,Feature / Others
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9997187256813049,"this app, all android versions, it",Feature / Others
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,POSITIVE,0.887482225894928,senayt mesfin,Feature / Others
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9998058676719666,,Feature / Others
Nice,5,2024-11-06,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,,Feature / Others
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9873653054237366,abessnya banke,Feature / Others
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9997209906578064,"i, boa, big shame",Feature / Others
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,POSITIVE,0.9616296291351318,banking app,Feature / Others
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,NEGATIVE,0.993607759475708,"some nice interface, developers, this issue",User Interface & Experience
አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia,Google Play,NEGATIVE,0.7850590348243713,አይሰራም አስተካክሉት,Feature / Others
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9962698221206665,"another, this app, the need, this generation",Feature / Others
Good,4,2024-10-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,,Feature / Others
Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,POSITIVE,0.9989985823631287,fast transfer,Transaction Performance
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9989662170410156,"what, i, what",Feature / Others
